#Spatial Freq (1/A); FSC
0.000938	0.91934
0.001876	0.65763
0.002814	0.62009
0.003752	0.44868
0.004689	0.47674
0.005627	0.50065
0.006565	0.46487
0.007503	0.38552
0.008441	0.30834
0.009379	0.27582
0.010317	0.22309
0.011255	0.20221
0.012192	0.12592
0.013130	0.06253
0.014068	0.09481
0.015006	0.03348
0.015944	0.10901
0.016882	0.07920
0.017820	0.09769
0.018758	0.06165
0.019695	0.03099
0.020633	0.05696
0.021571	0.03809
0.022509	0.04706
0.023447	0.02372
0.024385	0.01162
0.025323	0.01241
0.026261	0.01201
0.027198	0.03843
0.028136	0.02734
0.029074	0.04931
0.030012	-0.00507
0.030950	-0.01714
0.031888	0.00640
0.032826	-0.00794
0.033764	-0.00956
0.034701	0.01540
0.035639	0.00532
0.036577	0.01714
0.037515	0.00813
