#Spatial Freq (1/A); FSC
0.000938	0.77413
0.001876	0.65962
0.002814	0.50260
0.003752	0.43174
0.004689	0.52448
0.005627	0.37481
0.006565	0.25611
0.007503	0.36050
0.008441	0.17870
0.009379	0.22991
0.010317	0.12537
0.011255	0.14820
0.012192	0.15333
0.013130	0.09877
0.014068	0.04049
0.015006	0.05631
0.015944	0.03547
0.016882	0.03855
0.017820	0.04424
0.018758	0.03682
0.019695	0.01626
0.020633	0.04097
0.021571	0.03705
0.022509	0.01569
0.023447	0.04038
0.024385	0.00128
0.025323	0.03426
0.026261	0.01620
0.027198	0.03797
0.028136	0.05483
0.029074	0.03979
0.030012	0.02867
0.030950	0.04606
0.031888	0.04305
0.032826	0.04418
0.033764	0.04154
0.034701	0.05302
0.035639	0.05192
0.036577	0.04166
0.037515	0.06665
