#Spatial Freq (1/A); FSC
0.000938	0.94436
0.001876	0.68568
0.002814	0.56998
0.003752	0.40906
0.004689	0.39814
0.005627	0.33743
0.006565	0.39360
0.007503	0.36378
0.008441	0.26661
0.009379	0.31718
0.010317	0.26426
0.011255	0.19801
0.012192	0.11513
0.013130	0.00497
0.014068	0.02380
0.015006	0.03259
0.015944	0.04724
0.016882	0.02831
0.017820	0.08645
0.018758	0.02527
0.019695	-0.01561
0.020633	0.06130
0.021571	0.06085
0.022509	0.01281
0.023447	0.01991
0.024385	0.02865
0.025323	0.01783
0.026261	0.01887
0.027198	0.03201
0.028136	0.02245
0.029074	0.06098
0.030012	0.02500
0.030950	-0.01524
0.031888	0.00499
0.032826	-0.00317
0.033764	0.00131
0.034701	0.02617
0.035639	0.00463
0.036577	0.01915
0.037515	0.01992
